marcameron|@Juanfelipe #236 Cerrar @ Maicol # 219 Lo digo y lo repito, táctica ya conocida del PP y sus medios para desgastar al gobierno. No hay ni por asomo la corrupción diaria y constanye del PP (con entrada de ministros del PP en prisión, del tesorero del PP, de Prrsidente de autonomía, de Presidentes de Diputación, de Alcaldes, de Consejeros autonómicos y Viceconsejeros, y la condena del PP como partido por corrupción tres veces. Aún queda el juicio de la policía patriótica del PP y 30 juicios más por hacer por hacer por corrupción. Como también que aquí mandan las sentencias, hasta que no haya condena todo es humo Hay psiquiatras muy buenos, solo hay que dar el paso.
Santi86|@Juanfelipe #236 Cerrar @ Maicol # 219 Lo digo y lo repito, táctica ya conocida del PP y sus medios para desgastar al gobierno. No hay ni por asomo la corrupción diaria y constanye del PP (con entrada de ministros del PP en prisión, del tesorero del PP, de Prrsidente de autonomía, de Presidentes de Diputación, de Alcaldes, de Consejeros autonómicos y Viceconsejeros, y la condena del PP como partido por corrupción tres veces. Aún queda el juicio de la policía patriótica del PP y 30 juicios más por hacer por hacer por corrupción. Como también que aquí mandan las sentencias, hasta que no haya condena todo es humo Pero apoyas o no apoyas las investigaciones de la UCO?
Negroponte|@Juanfelipe #216 Cerrar @ karka # 208 Ya sabes que a Grinan en los ERES, se le aplicó una teoría por los jueces de Sevilla, que por ejemplo no se le aolicó a Rajoy o a Esperanza Aguirre, esa de que cómo no íba a saber que otros (en otra Consejería que no era la suya) malversaban, aunque él no lo hiciera y no se llevara ni un euro. Teoría para uno y no para otros. Falta absoluta de pruebas, y ganó su recurso ante el TC. Mientes. Y lo sabes. Y así en todo lo que escribes con todos los perfiles que usas.
Atrincar|Tiene cara de muy mala persona, uffff de donde salen todas estás? Ni haciendo un casting
Aguilaencina|Leire Díez, que niega todo vínculo con la dirección del partido, sale de su sede central en dirección a la cita, y allí mismo regresa tras negarlo todo. Jajajaja, buenísimo!! Feminista y mentirosa, como su amado líder.
marcameron|@228dead #235 Cerrar jose maría olmo periodista del digital de la extrema derecha el confidencia ha sido acusado susceptiblemente por el abogado que ha sido espiado en este affaire como el que le ha puesto micrófonos en su despacho, mmm, esto se pone interesante, porque publicar conversaciones privadas de abogados con sus clientes es un delito grave de prisión y espero que así sea Solo hay que leer comentarios como el tuyo y de otros comegambas y bienpagaos de Ferraz por un bocata chopped, para confirmar lo de esta señora sin ningún genero de dudas. De ser falsos los testimonios y la afinidad de la señora de marras con el PSOE y Sánchez, se (os) la hubieran tirado al cuello desde el minuto uno. Parece que las directrices de Ferraz son protegerla no vaya a tirar de la manta. Dudas despejadas.
Blanco11|Pero,que pintaba esta ahí?Dale con las mujeres de los rojos,quieren ser,lo que nunca pudo ser...Pues,que la haga Justicia,en nombre de la Ley.
Lipglosmulticolor_|@Juanfelipe #237 Cerrar Y tampoco se sabe la decisión del alcalde sobre el Director General de la policía municipal de su Ayuntamiento, que estuvo involucrado en un atropello, había una menor, y que según varios medios se tapó, ¿mirará para otro lado el duro con sus rivales, Almeida? . Lo del atropello, que fue el día del caos del Gran apagón, del mejor sistema del mundo, en el que la niña no sufrió fracturas, si no leves rasguños, y por supuesto el susto de la madre y de la niña, se comunicó el dia después.
ntl|@Juanfelipe #236 Cerrar @ Maicol # 219 Lo digo y lo repito, táctica ya conocida del PP y sus medios para desgastar al gobierno. No hay ni por asomo la corrupción diaria y constanye del PP (con entrada de ministros del PP en prisión, del tesorero del PP, de Prrsidente de autonomía, de Presidentes de Diputación, de Alcaldes, de Consejeros autonómicos y Viceconsejeros, y la condena del PP como partido por corrupción tres veces. Aún queda el juicio de la policía patriótica del PP y 30 juicios más por hacer por hacer por corrupción. Como también que aquí mandan las sentencias, hasta que no haya condena todo es humo Según el caso y el día, hay responsabilidades políticas que no deben confundirse con las penales o bien "hasta que no haya condena todo es humo"
Indomito|Socialista , cuando vayáis a votar al guapo de Pedro , tenéis que pensar que en el paquete vienen incluidos especímenes como la de la foto , con pocas cualidades físicas , y menos morales .
por7votoselculoroto|@jrafael #233 Cerrar @ YoTambienQuieroSerHermanisimo # 183 Albert Rivera es responsable de que Sánchez esté hay, se dejó estafar y mire donde está en estos momentos, por otra parte Rivera creo que no es una persona de fiar, fue un aprovechado de lo que sucedía en España y como no tiene 2 luces la termino cagando y perjudicando a los españoles. Las dos "luces" las tuvieron los españoles que votaron a Rivera...! Ingenuos y tontos útiles. Porque muchos no nos lo creíamos y lo vimos venir. Hay que ser más espabilado en esta vida y sobre todo con los políticos, que te venden a tu madre si hace falta. Véase Sánchez y Psoe.
Juanfelipe|Y tampoco se sabe la decisión del alcalde sobre el Director General de la policía municipal de su Ayuntamiento, que estuvo involucrado en un atropello, había una menor, y que según varios medios se tapó, ¿mirará para otro lado el duro con sus rivales, Almeida?
Juanfelipe|@Maicol #219 Cerrar @ Juanfelipe # 187, es decir, según leo en tu comentario dices que por un par de casitos de nada, no todo es corrupción en el PSOE? en serio? Y ojo, no metas al PP ahí, el PP aún siendo corrupto, que lo son, no han dilapidado jamás el Estado ni están dispuestos a desmembrar el país para seguir en la poltrona. Estamos hablando de corrupción nivel DIOS, a ver si te enteras de una vez, esa corrupción que te hará quedarte sin pensión alguna, que hará que no puedas operarte en un hospital, que hará que no puedas enviar a tus hijos a un colegio digno, leñe!. Es que no me puedo creer que tu voto valga lo que el mío por Dios Santo!. Vota a quien te de la gana menos a aquellos que hayan demostrado su corrupción de forma manifiesta PSOE, PP, PODEMOS, SUMAR, IU, etc, vota a otros co.o!. Lo digo y lo repito, táctica ya conocida del PP y sus medios para desgastar al gobierno. No hay ni por asomo la corrupción diaria y constanye del PP (con entrada de ministros del PP en prisión, del tesorero del PP, de Prrsidente de autonomía, de Presidentes de Diputación, de Alcaldes, de Consejeros autonómicos y Viceconsejeros, y la condena del PP como partido por corrupción tres veces. Aún queda el juicio de la policía patriótica del PP y 30 juicios más por hacer por hacer por corrupción. Como también que aquí mandan las sentencias, hasta que no haya condena todo es humo
228dead|jose maría olmo periodista del digital de la extrema derecha el confidencia ha sido acusado susceptiblemente por el abogado que ha sido espiado en este affaire como el que le ha puesto micrófonos en su despacho, mmm, esto se pone interesante, porque publicar conversaciones privadas de abogados con sus clientes es un delito grave de prisión y espero que así sea
Santi86|@Juanfelipe #187 Cerrar @ Santi86 # 180 Ya sabes que todo esto es la táctica del PP, ya la usó antes y Feijóo en Galicia, hacer ver que por un caso (Ábalos) y dos casitos más de nada, todo es corrupción. Es la falta de nivel y programa del PP y la mediocridad de sus líderes como Feijóo, Ayuso..... Uuuuuyyyyy me da que en realidad solo apoyas a la UCO cuando te interesa.
jrafael|@YoTambienQuieroSerHermanisimo #183 Cerrar @ Joaquin1 # 178 Banda, banda de delincuentes. Ya lo dijo Albert Rivera y aunque ha llovido desde entonces, aquí los Españolitos o no se enteran o son cómplices de la banda. Albert Rivera es responsable de que Sánchez esté hay, se dejó estafar y mire donde está en estos momentos, por otra parte Rivera creo que no es una persona de fiar, fue un aprovechado de lo que sucedía en España y como no tiene 2 luces la termino cagando y perjudicando a los españoles.
PAUS|@Bevilacqua #139 Cerrar Si los periodistas de El Mundo son tan listos por qué no investigan dónde estaba Mazón. Ah, no, se me olvidada que tienen prohibido investigar al PP! Concho que lo haga El País. Tiempo habéis tenido.
Juanfelipe|Pues sí, el T Supremo ha desestimado la demanda del novio de Ayuso contra la ministra María Jesús Montero, por llamarlo delincuente confeso
Juanfelipe|Se publica que a Aldama se le adjudicó a dedo por el Ayuntamiento del PP de Madrid, con otro gobierno también del PP, dos restaurantes que luego alquiló sin autorización, llevándose una tajada de 150.000 €. El Ayuntamiento no se enteraba
Babia|La Policía Patriota.
Hispano1059|Estos individuos son flora y fauna del terciario resilentes y peligrosos. Ahora bien con la Guardia Civil han topado. Mal asunto, yo que ellos, me compraba unos "grilletes" que no me apretasen y ya me los dejaba puestos.
PAUS|@Juanfelipe #153 Cerrar @ Lucas_Quete_Polar # 132 Dime que dijo la UCO en el caso de la mujer de Sánchez que lleva el juez Peinado. Parece que te refieres a eso. A ver Al principio. Cuando miró por encimita. Pero ahora hay un camión de m y todo apunta a que se va a volcar encima de la cabeza de Sánchez.
40554|Leire te da miedo la OCU ?. Te van a enchironar .
elrealista|Si la cara es el espejo del alma, esta esta mas que condenada, con personajes asi no se extraña uno que la izquierda se haya degenerado asta los infiernos mas sucios de la politica.
PAUS|Está tía tiene que ir presa. No sé a qué esperan para arrestarle.
PAUS|@228dead #189 Cerrar he oído esa conversación privada filtrada por la uco en la que se interpreta que el tal Balas, un jefe de la guardia civil, traficaba con coca según uno de esos empresarios, el que estaba en Dubai, vaya vaya, que sorpresa, el gato cayó en la trampa Tu lo flipas. Todos con la Guardia Civil y con la UCO.
jrafael|@228dead #210 Cerrar estoy viendo a javier ruiz en la 1 y ha hablado con el abogado que estaba en esa conversación privada filtrada como siempre por delincuentes del ppvx, el confidencial, y resulta que leire díez acompañaba a un empresario en el despacho de ese abogado y se conectaron online con otro empresario fugado por estar imputado en el asunto de los hidrocarburos del aldama, vaya lío, pero el fugado en Dubai dijo que la guardia civil trafica con toneladas de coca y que tiene pruebas, y la leire ha dicho que si presenta las pruebas le puede ayudar en su caso con la fiscalía...a ver si yo tengo dar las noticias reales continuamente y la monda no es capaz De drogas los socialistas entienden bastante, en eso no necesitan miles de asesores. Javier Ruiz, jajaja, jajaja, periodista, jajaja,jajajaja, un acólito a sueldo de sanchismo, Javier Ruiz tiene de periodista lo que yo de ruso.
Frankk|En este Pais no habra tranquilidad ni normalidad democratica mientras el PSOE no desaparezca; este `partido​/secta¿ es incompatible con con la sociedad occidental actual y, por supuesto, con España.
PAUS|@itscominghome #161 Cerrar El psoe es esto, ha sido así durante 140 años. Los únicos 40 que no robaron ni la liaron, fue durante el periodo de Franco. Esto es memoria histórica, hay que enseñar a a los crios en el colegio la historia de este partido criminal. En cuanto a esta elementa, juicio y cárcel. No queda otra. Tiene usted razón. Y mira que yo era partidaria de defender que siga la izquierda moderada. Pero son unos sinvergüenzas y un peligro para la democracia. Van a provocar otra guerra civil.
Maicol|@Juanfelipe #187 Cerrar @ Santi86 # 180 Ya sabes que todo esto es la táctica del PP, ya la usó antes y Feijóo en Galicia, hacer ver que por un caso (Ábalos) y dos casitos más de nada, todo es corrupción. Es la falta de nivel y programa del PP y la mediocridad de sus líderes como Feijóo, Ayuso..... , es decir, según leo en tu comentario dices que por un par de casitos de nada, no todo es corrupción en el PSOE? en serio? Y ojo, no metas al PP ahí, el PP aún siendo corrupto, que lo son, no han dilapidado jamás el Estado ni están dispuestos a desmembrar el país para seguir en la poltrona. Estamos hablando de corrupción nivel DIOS, a ver si te enteras de una vez, esa corrupción que te hará quedarte sin pensión alguna, que hará que no puedas operarte en un hospital, que hará que no puedas enviar a tus hijos a un colegio digno, leñe!. Es que no me puedo creer que tu voto valga lo que el mío por Dios Santo!. Vota a quien te de la gana menos a aquellos que hayan demostrado su corrupción de forma manifiesta PSOE, PP, PODEMOS, SUMAR, IU, etc, vota a otros co.o!.
Perico_Palotes|Cara de buena persona no tiene precisamente.
PAUS|@zagal2 #167 Cerrar ¿Esta "fontanera" socialista es la que controla el voto por correo? De hecho ya se está investigando el amaño de votos por parte del PSOE en las generales. Que levante la mano quien crea que hubo pucherazo con el voto por correo.
Juanfelipe|@karka #208 Cerrar Nada, nada . Otra eurocopa, mundial u olimpiada y entre las celebraciones se le revoca la posible condena. Efecto Griñan Ya sabes que a Grinan en los ERES, se le aplicó una teoría por los jueces de Sevilla, que por ejemplo no se le aolicó a Rajoy o a Esperanza Aguirre, esa de que cómo no íba a saber que otros (en otra Consejería que no era la suya) malversaban, aunque él no lo hiciera y no se llevara ni un euro. Teoría para uno y no para otros. Falta absoluta de pruebas, y ganó su recurso ante el TC.
Andando|No hace falta más que mirar la foto que acompaña a la noticia y mirar esa cara, ese gesto para entender la catadura moral de la persona fotografiada.
Voxamnistiayreferendumpa2anos|Una podemonders.....no es como Jessica , si no volaría milllones
DONBITOO|Esa fontanera de que usted me habla
risenxart|Si no hay una sublevacion en masa contra este gobierno es que no tenemos remedio , falta alguien con agallas para promover esto y acabar con esta pesadilla
Juanfelipe|@Lucas_Quete_Polar #202 Cerrar @ Juanfelipe # 187 Bah! Tranquilo. Esa estrategia no va a cuajar. La gente no es tonta y sabe que, exceptuando a Sánchez, su familia, su gobierno, sus socios de gobierno y su partido, que están hasta las orejas de corrupción, el resto está limpio. :-) Pero hombre, lo que manda aquí son las sentencias, no los bulos, las conspiraciones, los agentes secretos como Leire y esa gran operación,las confabulaciones. Eso para dar vidilla al foro, pues bueno, pero nada más
228dead|estoy viendo a javier ruiz en la 1 y ha hablado con el abogado que estaba en esa conversación privada filtrada como siempre por delincuentes del ppvx, el confidencial, y resulta que leire díez acompañaba a un empresario en el despacho de ese abogado y se conectaron online con otro empresario fugado por estar imputado en el asunto de los hidrocarburos del aldama, vaya lío, pero el fugado en Dubai dijo que la guardia civil trafica con toneladas de coca y que tiene pruebas, y la leire ha dicho que si presenta las pruebas le puede ayudar en su caso con la fiscalía...a ver si yo tengo dar las noticias reales continuamente y la monda no es capaz
Juanfelipe|@Lucas_Quete_Polar #191 Cerrar @ Juanfelipe # 153 A ver. Te digo. Sobre lo que dice la UCoO hay dos veraiones. Por un lado, la vuestra (la sociata): Begoña es súper guapa, súper femenina y súper honrada, y la ultraderecha es súper mala. Por otro lado la realidad: hay que seguir investigando. Y vaya que si han seguido. Es decir, que no lo has mirado. En todos los medios salió lo que dijo la UCO a Peinado de la mujer de Sánchez. Búscalo.
karka|Nada, nada . Otra eurocopa, mundial u olimpiada y entre las celebraciones se le revoca la posible condena. Efecto Griñan
gweingro|Esto es de lo más grave que ha ocurrido con Sánchez, que no es decir poco. Es muy grave esto, como para que caiga mañana mismo el Gobierno, si hubiera algo, algo¡ de decencia.
karka|El pchoe es un partido que debería ser ilegalizado. Lo de Griñan fue la guinda y, como ven, la cosa continúa. Es su modus operandi: la corrupción. A la masa la distraen con el deporte. Muchos triunfos mientras ellos se dedican a lo suyo.
Alain_Petit|Pero qué fauna, nen...
Lipglosmulticolor_|@Octopo #194 Cerrar A este circo al que asistimos se le llama "progresismo" . . Ya lo creo que han progresado, pero en la corrupción. Con el PSOE de los inicios de la democracia de Felipe González, los 36 años de señoritos del cortijo PSOE en Andalucia y con los de la banda del Peugeot y su PSOE sanchista de la corrupción institucionalizada.
Ratonbell|Con verle la cara ya se ve lo oscura que es, mirada de rencor y de sociópata..., vamos que el cobarde de la Moncloa y ella coincidieron (o coincidirán) en el mismo frenopático.
Lucas_Quete_Polar|@Juanfelipe #187 Cerrar @ Santi86 # 180 Ya sabes que todo esto es la táctica del PP, ya la usó antes y Feijóo en Galicia, hacer ver que por un caso (Ábalos) y dos casitos más de nada, todo es corrupción. Es la falta de nivel y programa del PP y la mediocridad de sus líderes como Feijóo, Ayuso..... Bah! Tranquilo. Esa estrategia no va a cuajar. La gente no es tonta y sabe que, exceptuando a Sánchez, su familia, su gobierno, sus socios de gobierno y su partido, que están hasta las orejas de corrupción, el resto está limpio. :-)
Dluck|Este es el mayor escándalo en la historia de la democracia. Una afiliada colocada desde hace años en empresas estatales, a la que escrupulosamente nunca le ha pagado el PSOE para no comprometerse, dedicada a negociar con delincuentes prometiendo ayudas de fiscales corruptos. Como en las películas de espías: "Estás sola. Si te encuentran, lo negaremos todo". Y en esas estamos.
Churrimerini|Otra para la colección de prisiones
aresano2016|UNA MALANDRA
Community_Ferraz|@Juanfelipe #112 Cerrar @ Santi86 # 92 Por supuesto que apoyo el trabajo de la UCO, pero siempre (no habrás leído ningún comentario mío atacando a la UCO), tanto informe a favor de un partido como de otro, lo que no es el caso de la derecha y sus seguidores, que pusieron verde a la UCO cuando informó de que no había nada en el caso de la mujer de Sánchez que lleva Peinado (decían..de quién depende la UCO, pues eso) Me informan que este mensaje no te lo contabilizarán a la hora de facturar. Recordad que no debéis saliros de las directivas que os hemos enviado desde Ferraz. Las palabras clave a utilizar hoy son: Mazón, Ayuso, Feijóo y ultraderecha. Saludos, compañero.
Lipglosmulticolor_|@Juanfelipe #187 Cerrar @ Santi86 # 180 Ya sabes que todo esto es la táctica del PP, ya la usó antes y Feijóo en Galicia, hacer ver que por un caso (Ábalos) y dos casitos más de nada, todo es corrupción. Es la falta de nivel y programa del PP y la mediocridad de sus líderes como Feijóo, Ayuso..... . Ya. La banda del Peugeot. El PSOE y Sánchez quien lo lidera es el doctor cum laude, de la limpieza, la transparencia, y el referente moral, para el conjunto de la sociedad en España, en Europa y en el mundo. El que nos aporta el mayor prestigio a nuestra democracia y a nuestras instituciones , las mas libres independientes y democráticas del mundo , sin un solo caso de corrupción. XD XD XD XD XD
El_emperador_va_desnudo_lelos|@Lipglosmulticolor_ #192 Cerrar Menuda banda todos en el PSOE sanchista Hasta las mujeres .?. Esta "señora", es la que le montó un pollo a una periodista, y la acusaba de haberla engañado. Pero.... Resultó que la periodista lo grabó todo, y quedó como lo que son, gente sin escrúpulos capaces de todo. Es que no son mujeres, solo lo parecen por fuera. Bueno, algunas. Otras, ni eso.
EL_AVISPERO|He preguntado en el domicilio de esta mujer y el marido y los hijos me dicen que se parece mucho , pero que no es ella.
Octopo|A este circo al que asistimos se le llama "progresismo" .
